content,score,Label
"Aplikasinya bagus dan sangat membantu, tapi sekarang tidak bisa milih ekspedisi malah ke SPX terus dan pelayanan di SPX sangat kurang",3,
"Kapok dengan spaylaternya,,,,, telat berapa hari bahasa penagihnya benar2 gak sopan n bikin jantungan,,, padahal bulan2 sebelumnya pembayaran saya lancar n selalu bayar jauh2 hari sblm jatuh tempo,,,,, mudah2an gak2 lagi deh,,,, mikir2 lagi untuk belanja di Shopee pake spaylater,,,, gak mau mati mendadak saya",1,Negatif
untuk layanan kurir dari anter aja lebih baik di blacklist. soal pengiriman nya lama + suka delay sangat beda dengan ninja JNE si cepat dan spx. sangat merugikan konsumen,2,
"Tambahkan konfirmasi dialog apakah ingin menyelesaikan pesanan, saat klik ""selesaikan pesanan"". Jangan langsung dikonfirmasi jka tidak sengaja menekan, rawan tertekan tombolnya.",3,
"Puas banget pakai shopee.... aplikasi paling ok buat belanja dan jualan...Banyak gratis ongkir, barang² juga murah bersaing, dan dikasih kemudahan pengembalian barang dan dana bila ada masalh dengan barang yg kita beli, Pokoknya mantab banget, gak nyesel download shopee",5,Positif
Bagus tapi CS sulit dihubungi dan pengiriman sering gagal tidak ada solusi terutama semenjak ada pengiriman dari spx sering tidak dihantar langsung dikembalikan ke penjual tanpa ada konfirmasi ke pembeli,5,Positif
"Kecewa sama sister spayleter,saya blm perna mengaktifkannya pas mau mengaktifkan malah di tolak tidak tahu dmn permasalahan ny, dan sudah di report bahkan berkali2 dan menunggu sampai 2bulan lebih blm ada hasil, kecewa sih",1,Negatif
"Kenapa order di shopee skrng pengirimannya lambat banget😭 sering telat dari estimasinya dan parahnya lagi itu bkn hanya 1 orderan saja, tp terhitung mulai dari bulan oktober saya belanja di shopee utk pengirimannya sangat lambat pakai shopee express. Kalau mmg kendalanya karena ada event masih bisa dimengerti, tapi ini bhkn hari biasa jg sngt lambat. Mskpn dpt klaim voucher diskon tp itu msh blm bisa memuaskan saya dlm berbelanja di apk ini. Saya bhkn lebih senang jika pengirimannya tepat waktu",2,
"Sangat kecewa dengan pelayanan shopee sekarang yang mana ekspedisi selalu di tentukan oleh aplikasi, biasanya pling lambat paket tiba selama 2 hari sekarang hampir 5 hari sendiri di perjalanan gara2 ekspedisi spx, intinya sangat kecewa padahal saya sudah hampir 5 tahun pake aplikasi ini",1,Negatif
"Makin kesini bagian expedisi shoope ( SPX ) sama sekali tidak ada bagus nya pengiriman yang sangat lama ,dan saya tidak mengerti bagaimana cara mereka berkerja,sudah hari ke 5 saya lacak paket ( posisi nya ada di transit Pekanbaru hub , besok pagi nya pesanan dalam proses pengantaran, pas siang saya cek lagi sekitar jam 2 siang pesanan diproses di lokasi transit Tapung hub ) lucu kan di Bawak mutar2 barang dan untuk ADM shoope yg bls komplain kami di sini kalian suruh kami DM? DM kemana?",1,Negatif
"masukan aja.. coba dikasih peringatan itu ekspedinya, terutama kurir2nya. jangan main gagalin pesenan. mikir penjual itu usaha, masa barangnya dikembalikan. sedangkan pembelinya, bener2 butuh barang yg dipesannya.. udah mah nunggu, waktu jugakan. klo emng orangnya gda dirumah.. kan bisa dikirim lagi besok nya. toko2 sblh juga kyak gitu. kurir2 shopee emang songong2 orangnya. beberapa kali pesan barang.. dah 3x barang yg digagalin. sekiranya males kerja gk udah kerja. gak profesional,ngerugiin",1,Negatif
"Udah kalian tuh gk usah ngadain 11.11 kek 12.12 kek, toh itu vocer buat yang suka ngutang belanja di kalian. Kita yang no paylater gk bakal di kasih vocer. Hebat ya kalian bikin pengguna terus terlilit utang dengan promo SP LATER, lintah darat juga ternyata ini aplikasi. Kocak!",1,Negatif
"udah beberapa kali belanja online di sini ga pernah mengecewakan, selalu tepat waktu, gratis ongkirnya juga banyak, ga bingung juga pas awal gunain Shopee ❤❤❤",5,Positif
"Aplikasinya bgs tp lumayan berat & herannya sering masuk ke app nya otomatis.misalnya sedang ketik wa,atw liat reels fb.pdhal ga ada iklan ga ada sesuatu yg terklik tiba2 terlempar ke shopee. Cukup mengganggu kenyamanan",3,
"shopee selalu bikin para pengguna nya puas, banyak gratis ongkir dan promo menarik lainnya, aplikasinya juga semakin bagus, lebih ringan dan lancar, para kurir nya juga ramah ramah, Terimakasih Shopee sukses selalu👍🏻",5,Positif
"keluhan kami wahai shopiye 1. ngelag nya kelewatan 2. iklan pop up di aplikasi buanyak bener susah untuk klik nya di pencaharian 3. proses pengembalian sangat susah dan banyak lapak penipu barang gak sesuai 4. kenapa sekarang pelayanan shopiye makin menurun 5. apa yg bekerja di shopiye adalah robot, hingga keluhan kami gak di dengar",1,Negatif
"Sangat membantu dan mempermudah sesuai kebutuhan, Mantapppp semoga dapat selalu meningkatkan kemudahan semua kebutuhan. Mantappppp👍",5,Positif
"Apk shopee ini kalau bisa buat lebih ringan supaya orang bisa menggunakannya di zona pelosok yang pada umumnya memiliki akses jaringan internet yang sangat buruk. Yang kedua, saya sejak kemarin baru update apk ini, dan sejak itu saya tidak bisa cek out barang selalu keluar tulisan ""apk shopee anda sdg update mohon tungu"" ini sangat membuat kesal krn tidak bisa belanja, mohon dikondisikan kk🙏",5,Positif
Baru kali ini ngerasain d tolak s pinjam pas lagi perlu-perlunya padahal pembayaran lancar dan sudah menggunakan s pinjam sekitar 6 tahunan. Aneh sekali malah menunggu 1 bulan,1,Negatif
Shopee memang e-commerce yang besar di indonesia. Ada banyak barang dengan penjual yang beragam. Hanya saja penerapan diskon barang yang di berikan tidak bisa di percaya. Ku sarankan cek harga dari e-commerce lain atau dari website resmi produk itu. Oya dan estimaai barang sampainya perlu di perbaiki/perbaharui. Karna dalam pembelian saya sering kali mengambil batas atas / kadang juga lewat dari waktu estimasi. Jangan memberi harapan palsu dengan waktu estimasi yang cepat tapi berakhir lama,1,Negatif
Shopee nya bagus banget dan aku suka tapi kalau paket kita lagi sekarat dia loading terus tapi gapapa aku suka sama shopee nya ini sangat membantu sekali ❤️🙏,5,Positif
Beberapa kali belanja di shopee alhmdllh ..nyaman Mohon untuk wilayah jdri jakarta ke kalbar di bikin gratis ongkir ...ya ... Hihi saya sudah lma menggunakan shopee .. Dan kalau bisa produk nya lebih murah lagi lebih memuas kan untuk belanja di shopee ... Terima kasih ....,5,Positif
"Sering dapat vocer dari garansi tepat waktu karna terlambat pengiriman,ttapi vocer gak bisa di pake,padahal waktu masih lama. dan cashback poin pembelian gak cair,sudah beberapakali di cek poin gak nambah². Kecewa asli",1,Negatif
"Bagi yang suka menyalahkan kurir karena paketnya tidak di antar sesuai alamat yang tertera di paketnya, anda salah besar kalau anda menyalahkan kurir. Tugas kurir memang mengantarkan paket, tetapi setiap kurir punya wilayah masing"". Dan bila alamat penerima paketnya itu jauh kurir juga itungan-itungan kalau harus mengantarkan paket tersebut sesuai alamat kalau jauh meskipun jalan mulus, bayangkan saja perpaket hanya dapat 2200 Rupiah, nah mau antar paket sejauh berkilo"" meter apa lagi yg dia dpt",5,Positif
Shopee mulai gak jelas. Tiap buka aplikasi langsung close force. Gak kayak aplikasi shopping yg lain. Kalo gini terus lama-lama gimana orang mau belanja bos,1,Negatif
"Suka belanja di aplikasi ini, sangat kecil kemungkinan kecewa. Banyak discount jadi lebih asik buat customer. Maju terus, buang yang jelek, tambah²kan yang baik. Terimakasih Shopee. Gbu",5,Positif
"Sangat kecewa dengan shopee, pengajuan splater tidak pernah di ACC, padahal data sdh lengkap yg sesuai dgn persyaratan Justru sy belanja online melalui shopee karena sy percaya dgn shoppee,, tapi kenapa pihak shopee berbalas nya seperti itu terhadap kami.. padahal barang yang kita beli bisa sampai ke alamat kami,, berarti itu kan data kami benar,, kenapa setiap sy ajukan splayter tidak pernah di ACC,",1,Negatif
"min maaf saya kasi bintang 2 karena alesan tertentu ini karena paket saya sering di jadikan muterr muter ga jelas padahal estimasi nya tanggal 31-2 harus nya tanggal 2 udah selesai malah belum datang sampe sekarang,kalo di bandingkan Ama yang dulu lebih bagus yang dulu soalnya bisa ngelacak siapa yang ngirim namanya tolong dong di tindak lanjutin paket saya",2,
"Kalau bisa, shopee melayani pengiriman non shopee dong. Jadi yang nggak punya toko di shopee bisa kirim barang juga seperti ekspedisi lainnya. Sejauh ini, ekspedisi shopee lumayan bagus& cepat",5,Positif
"bagus cuma masalah kurir yg lelet pernah gw dapet kurir yg salah jalur seharnya udh di banyumas malah muter ke wonosobo jauh,juka kurir suka lama bgt,lelet,padahal udh di kecamatan tpi butuh 2 hari kalo bisa adakan fitur ambil di gudang",1,Negatif
"Untuk aplikasi menurut saya bagus saya juga udah lama langanan shopee tapi saya heran, saya mesen selalu kasih lebih uang ya tapi baru sekli saya kasih uang pas ee malah kurir ya marah"" nyepam trus ngancem tidak mau mengantar pesanan paket saya yg lain aneh.padahal kan itu pekerjaan mereka tnggung jawab malah GK mau lucu kli mengaku udah sering anter barang kerumah saya pastinya tau dong uang yg saya kasih selalu lebih dari harga paket.klau emng tidak mau mengantar ya bagus"" blng ya kan enak.😑",1,Negatif
"Aplikasi bngsat emng, gua udh install masih aja iklan lu dimana mana bjiirr. Berserakan kek kerikil ga ada istimewa istimewanya, aplikasi berat ngeframe ga jelas. Iklanlu panjang bener bajigur",1,Negatif
Saya suka belanja d shopee tapi saya tidak suka kalok kurir ny tidak amanah dengan ngantar paket Sudah berapa kali saya pesan barang tidak pernah d antar sampai tujuan Kurir sekarang tidak ada Rama seperti dulu,3,
"Hapus aja si cepat, suruh ganti nama jadi silambat, dh lambat, dongo pula, barang bisa ketuker ni gmna ceritanya? Hubungicustomer service ga keconect conect, ya kalo barang sya ketuker sama yg punya paket, kalo beda kudu nyari kemana anj, mna bukan cod, keenakan yg nerima anj",3,
"Payah sekali shopee angsuran gak bermasalah,,tapi pas mau ajukan pinjaman lagi malahan gak bisa ,,buat apa ada limit sipinjam kalo gak bisa digunakan,,payah shoppe sekarang...kapokkkk gunain shoppe,,iklan Nye paling banyak dapet inilah itulah,,tpi limit gak bisa digunakan buat ape,,Udeh paling berisik ,,masih 1 Minggu lagi baru jatoh tempo,Udeh berisik ny minta ampun,,tpi aplikasi ny begini,, padhalan histori bagus dalam pembayaran...bubarin aja deh",1,Negatif
Puas aj blnj di Shopee....kwalitas brang..harga..n promo2nya sllu ok & menarik.... utk komplen n pengembalian dana jg cpt...pengiriman barang lumayan jg.... tingkatkn terus semuanya....psti Shopee lbh ok lg kedepan nya....tqu God Bless...🙏,5,Positif
Sangat membantu..dan cepat Terima kasih atas pelayanan cuma sayang utk payleter masih block dan kapan akan di buka paylater nya dan S Pinjam nya belum di aktifkan jadi kasih bintang 3 dulu ya..,4,Positif
"Mempermudah dalam berbelanja kebutuhan yg dicari , fitur2nya pun mantap2, pokonya baguslah, cuma perlu diperbaiki lagi sistem sering lemot, over all bagus",5,Positif
"Aplikasi lambat, nguras baterai, nguras penyimpanan Mau buka fitur ini itu haru download fitur dulu Gw tuh kan download apknya buat langsung pake fiturnya Bukan malah udah download apk gede, eh fiturnya juga masih harus di download lagi. Jgn ngadi ngadi dong",1,Negatif
"Terimakasih, berkat pelayanan kurir spx yang tidak tepat waktu dan mengecewakan, saya bisa mengurangi intensitas belanja online saya walaupun member platinum tidak menjamin prioritas pengiriman.",1,Negatif
"Shopee knpa ya kok skrng gangguan terus,tiba² akunku hilang,soalnya di situ ada tagihan spaylaterku.... Hampir tiap beberapa menit muncul kalimat MUAT ULANG/LAPORKAN MASALAH INI. Skrang malah akunku tiba² hilang,jadi pusing gimana trus ini",2,
"Pembaruannya ga banget asli, pesen Shopee food ga bisa di cancel, mana drivernya suka dapet double order. Nunggu lama sampe sejam soalnya drivernya nganter pesenan yang satunya dulu. Mana ga bisa liat maps drivernya pas otw resto",2,
"Saya kecewa dengan pihak shopee sistem COD saya d non aktifkan padahal,pihak kurir yg melkakukan kesalahan,biasanya klo barang dateng saya tdk ad d tempat selalu bsknya barang akan d kirim kembali dan saya bayar,tp ad kurir yg tdk bertanggung jawab sehingga sistem COD. Saya tsk aktif.",1,Negatif
"Aplikasi buruk, sering membuat hp ngefreez, misal kalau dapat barang promo murah tiap check out selalu macet dan gagal, jd sering restart hp biar tidak macet lagi",1,Negatif
"wow kerenn aplikasinya sangat membantu saya yang malas keluar rumah ketika mau beli apa""cukup diam dirumah aja barang udah sampe....ramah juga kurirnya amanah jugaa kerennnnnnnnnnnnnnnn",5,Positif
"Tolong dong... Di kolom Pesanan saya, ketika klik pesanan selesai harusnya ada perintah iya dan tidak, sbb biasanya saya mau lacak pesanan kadang keliru klik pesanan selesai.",5,Positif
Shopee sangat membantu dalam memilih belanja dan bisa mencari harga terbaik...tanpa harus keliling kota...pelayanan juga memuaskan...tq shopee,5,Positif
"Wauuu,apk Shopee ini lumayan. Dan masih ada yang belum bagus.Tolong jaringannya di perbaguskan yaaa🙏 Aku kasih 4 Bintang dulu.kalau udah ada perubahan saya tambahkan bintang satu lagi. Dan sekian terima kasih",4,Positif
Sejak bergabung dgn shopee saya jd rajin belanja online.. banyak produk yg menarik dengan harga yang murah dan banyak promo nya. Selain itu menghemat waktu bebas /free ongkir .mantap,5,Positif
"Admin shopee tolong pengiriman SPX diberhentikan, soalnya kecepatan jasa kirim sangat mengecewakan... masa yg regular 3 hari udh sampai, tapi kalo di pegang SPX bisa sampai 1 minggu lebih paket nya baru sampai, mohon ditindak lanjuti.... kalo mau rating apk shopee nya membaik. 🙏",1,Negatif
"Masukan aja untuk pihak shopee. Tolong buatkan RATTING BINTANG UNTUK EKSPEDISI!! Jadi pembeli bisa memilih mau pake ekspedisi apa sesuai dengan ratting nya. Sy penjual merasa di rugikan karena sy sudah packing seaman mungkin, tp ekspedisi suka sembarangan memperlakukan barang saat pengiriman. Tp yg kena ratting jelek nya kami pihak penjual !!! Mau kasih free kardus tiap pesanan secara gratis itu gak mungkin karena kalian pihak shopee sudah ngasih potongan bisa sampe 13% PER-INVOICE.",3,
"sekali belanja bikin candu, benar-benar racun deh shopee, pilihan belanja banyak dan bisa pilih - pilih harga yg sesuai kantong. Buka aplikasi shopee serasa keliling mall😄",5,Positif
"Aplikasi marketplace paling berat.. Pesan sering tlt masuk, malah sering muncul notif telat balas.. Dua kali update terbaru malah ga bisa diclose appnya..sdh clr cache/data ttp tidak bisa di close.",3,
"Dah 5 tahun +- make shopee Dan tetap puas makenya. Mudah makenya buat belanja, nyari barang dan CO nya. Ongkir juga murah/gratis banyak vouchernya juga. Banyak event menariknya juga. Pembayarannya banyak, bisa ngutang, bank, Spay, DLL Selain belanja Disini juga bisa Invest, jadi tambah mantap. Cuman ya harus lebih hati-hati nyari barang karena pasti ada aja yang g sesuai, juga banyak toko yang g mau ngerespon komplain kalo g dikasi bintang 5 padahal barang jelek tapi pengen bintang 5",5,Positif
"Ijin berkeluh kesah kepada toko² online yang jualan di shoppee, aku tidak menyebutkan nama tokonya yaa walaupun rugi beberapa ratus ribu aja,, saya berharap sangat lebih harus di ketat lagi sistem peraturan & berjualan online agar tidak ada penyeludupan atau penjual yang curang",5,Positif
"Shopee tolong ya untuk jasa kirim nya di koreksi, kenapa bertele tele bukan masalah mahal atau tidaknya, itu barang saya buru buru mau pake tapi sama kurir status nya saya nunda pembelian gimana tuh? Kalo gitu terus pembeli jera checkout di aplikasi ini serius deh",2,
"Belanja di sini sangat mengecewakan untuk kesekian kalinya,tanggal tibanya selalu lewat,mau belanja promo dan non promo sama saja tetap tibanya melewati tanggal,tolong klau mau predikatnya bagus di perbaiki dulu kesalahan yg kami keluhkan On the way belanja di toko lain",1,Negatif
Tolong dong diperbarui untuk pengiriman barang disertakan nomer kurir nya masak aplikasi yg baru aja ky *tktk* disertakan nomor telepon kurir pengantaran barang. Kalau dishopee sudah lama belum jg ada nomor kurir nya,3,
Ngeluh dikit boleh lah yaa.. tolong dong shopee jangan terlalu berpihak ke embeli aku sebagai seller sangat dirugikan jika peraturan pengembalian barang dilakukan sepihak tanpa persetujuan dari kita sebagai seller. Kuta sudah amanah kirim sesuai deskripsi tapi kenapa barang aku diolok2 di return tanpa persetujuan aku. Kita pun gatau itu mesin udh diotak atik apa belom sama pembeli trus gitu gada video unboxing juga tetep aja mereka bisa ngereturn barang.TOLONG DIPERBAIKI YA TRIMAKASIH,3,
"Kali ini saya kasih bintang 5 untuk shope,, Aplikasi ini sangat bisa diandalkan untuk melakukan pembelanjaan barang,,,karena ada beberapa barang yg tidak bisa saya dapatkan di daerah rmh saya,,,dgn aplikasi shope saya bisa mendapatkan barang yg sulit sekalipun,,tks shope sukses terus",5,Positif
"Saran aja buat shopee, tolong dong oknum2 penjual yg tidk amanah di hapuskan. Saya kredit hp pakai metode spayleter tapi di kirim hp eror, banyak minus luar dalam. Saya mau balikin ke penjual tapi dia tidk respon, dan saya juga gak mau bayar cicilan untuk barang rusak. Saya tau kalo saya gak bayar cicilan shopee yg rugi, tapi saya slalu gagal menghubungi shopee, kalo bisa tolong sambungkan saya dgn shopee via telepn. Biar saya bisa jelaskan kesalahan nya dimana.🙏🙏",2,
"payah sudah menunggu lebih 2 minggu pesanan tidak sampai2, tidak ada info apa2 dari pihak SPX Express yg jelas, ujung2 nya berharap tidak ad kepastian, eh di bilang ajukan pengembalian dana, kalo tau begitu tidak pesan barang di sini 👎👎👎",1,Negatif
Belanja online di shopi bagus dan murah murah sayang sekali kalo cekout sering muncul pelanggan mo2 g bener bener gda solusi nya sampai pusing di pengaturan sudah tetep nga bisa cekout tolong dong di perbaiki lg,2,
"Suka belanja dsini karena banyak pilihan toko online jadi banyak pilihan dan kemudahan pembayaran juga. Tpi tlong lebih hati2 lagi dalam acc toko yg bsa masuk soalnya ada bberpa kali dapat toko yg tidak jujur dalam pengiriman barang.. smoga semakin baik, buat kedepannya dan makin jaya 👏👍",5,Positif
Coba dong pihak shopee agak di rekom kembali masalah beli barang metode pembayan gk harus transfer dlu kebanyakan pihak tokok sekarang beli barang di shopee harus transfer trus metode cod paling 20% mslh nya kita belanja ini bukan beli kucing dalam karung ada pun metode cek dulu gilirran barang tidak sesuai di retur malah barang kembali lgi sedang kan uang pembayaran sudah di transfer😤,5,Positif
"Customer tuh mau yg aplikasinya kasih diskon, bukan kasih cashback. Yang manapula stlh dpt cashback juga gak bisa dipakai semua dari nilai transaksi selanjutnya. Kecewa tp gak akan aku ceritakan, mending pakai aplikasi sebelah aja. Yg belum kecewa monggo, dicoba dulu mgkn nnti juga akan kecewa 😆😅",1,Negatif
"Tolong di tindak untuk SPX! Sudah banyak konsumen yg komplen tp tidak ada juga perubahan! Jika SPX tidak mampu, jangan jadikan opsi pilihan di shopee! Banyak jasa ekspedisi yg lebih baik!",2,
"Aplikasi terbaru nya makin parah, makin merugikan. Seharusnya setelah klik tombol terima pesanan, tetap seperti sebelumnya muncul tombol konfirmasi. Nah ini malah langsung otomatis terima, bagaimana kalau pengguna g sengaja ke klik. Kan jadinya riweh. Tolong diperbaiki lagi pengaturan nya, dibalikin ke pengaturan yg ada tombol konfirmasinya. Terimakasih",1,Negatif
"Saya sebagai penjual di shopee sangat di rugikan dengan adanya pengembalian barang tanpa persetujuan penjual, produk yang dikirim sudah sesuai dan costumer tiba2 melakukan pengembalian, dengan adanya pengembalian barang costumer sering kali memesan dan melakukan pengembalian barang tanpa ada nya alasan yang jelas. Ini shopee kenapa cuman berpihak sama pembeli, penjual di rugikan, kalau begini banyak penjual yang malas buka toko di shopee, kalau ada bintang 0 saya kasih 0",1,Negatif
"Apalah ini shopee narikin biaya layanan sm penanganan, klo mau co barang tp duit nya ngepas di shopee pay harus nambah 2rb, saya lebih setuju penarikan biaya nya 1rb aja atau 500 perak kaya dulu, makin kesini klo di update jd agak laen shopee, voucher diskon nya jg ga ngaruh apa"" ke barang, diskon 50% tp ga setengah harga barangnya???????",2,
"Saya suka shopee,Uda lama pakai shopee,belanja mudah gratis ongkir lagi,sering dapat diskon woww,,,terima kasih shopee semoga kedepannya tambah banyak gratisannya ya,,,aminn sukses selalu shopee",5,Positif
"Alhamdulillah, shopee sangat membantu memenuhi kebutuhan hidup dengan mudah dan harga murah terjangkau serta gratis ongkir ... Pengembalian Barang/Dana juga sangat cepat ... Belum ada yg bisa menandingi Aplikasi Shopee, insya Allah ... Makasih !",5,Positif
"Suka bgt belanja di shopee di permudah bayar ini itu pake shopeepay atau shopee paylater di permudah ada spinjam semua ada di 1 app Saran, tolong perbesar tombol favorit item di halaman produk, terlalu kecil sulit menambahkan produk ke favorit",4,Positif
"Shopee gratis ongkir min 0 belanja sudah tersedia, terima kasih.. Saya jualan juga nih biaya administrasi atau potongan administrasi shopee makin lama makin naik ya dan pengajuan banding seller otomatis kalah dimenangkan oleh pembeli padahal bukan kesalahan penjual, solusinya gimana? Tolong bersikap adil antara penjual dan pembeli, Shopee dapat keuntungan dari jualan seller juga kalo jualan seller sepi bagaimana? Harga grosiran khusus makanan juga naik, mohon dipertimbangkan kembali🙏",5,Positif
"Belanja di shopie memang murah serta hemat,tapi ada sebagian toko yg nakal tidak sesuai apa yang yang di pesan,kurirnya juga ramah,dan cepat,semoga shopie kedepan semakin sukses",5,Positif
"Males belanja di shopee ada 3-4 x biaya tambahan : Biaya Penanganan, Biaya Pelayanan, Biaya COD, belum lagi kalau top up shope pay udah ke potong admin bank, masih kepotong lagi aja saldo yang masuk, hadeeehhhhh",1,Negatif
"Shope payah. Apa gunanya member gold dari dlu, limit spaylater cuma di kasih 300rb, Spinjam di tolak terus. Belanja terus2an, tp tetep aja ga bisa naik limtnya. PARAH!!",2,
"suka belanja di shopee sama main game di shopee, apalagi shopee ceki ceki,walaupun 100:1 bisa menang, cuman shopee ceki ceki nya makin gak ngotak susahnya, gak ada yg sama, mentok yang sama di 15%, gimana mau menang gak ada yang sama, padahal dulu mudah sekali mencapai angka 60%, sekarang boro boro 60%, tolong di perbaiki, seharusnya gak usah di ubah ubah, soalnya aku belanja di shopee juga gara gara main game nya",3,
"Saya merasa kecewa Karena saya udah beberapa kali beli barang dan yg saya dapat cuma hikmah nya doang, karena barang yg saya Terima sering tidak sesuai dan tidak lengkap Saya merasa sistem yang di terapkan untuk para toko masih kurang tegas Kalo seperti ini terus Akan menimbulkan kerugian pada banyak pengguna Shopee. Terutama pengguna baru Saya harap Shopee dapat mengatasi hal seperti ini Shopee harus mempertegas dan memberi sangsi bagi toko yg melakukan kesalahan",1,Negatif
Mudah dlm browsing. responsif. variatif dlm pencarian barang. mudah dlm bertransaksi. the best for on line shopping. TAPI Member saya diturunin dari Platinum menjadi Gold Hmmmm ....,5,Positif
Di keterangan ada pengembalian dana untuk pembelian token. Pulsa dll. Aktualnya gak bisa.. Payah... Auto uninstall. Kecewa.. Udah pakai lama. Kirain aplikasi handal. Taunya buruk...,1,Negatif
Aplikasi penyediaan jual beli yg lengkap dan tampilannya paling menarik dibandingkan yg lainnya. Semoga ada bunga 0% terus untuk setiap pembelian cicilannya..,5,Positif
"Sy sudah menjadi pelanggan Shopee lebih dari 7 tahun dan belanja sudah puluhan juta, tapi sy sangat kecewa gara2 dua kali pesanan datang sy tdk berada ditempat sistem COD sy diblokir. Dan sejak itulah sy berhenti menjadi pelanggan shopee. Krn shopee tdk mempertimbangkan pembelanjaan yg sudah begitu banyak.",2,
"Admin naik semua, ditangguhkan ke seller tp yang diuntungkan pembeli, refund asal2 an di ACC, tanpa retur barang itu.. Jd dana tiba2 dikembalikan shopee ke pembeli.. Barang ga diretur.. Duh enaknya jd pembeli nakal ini.. 🤣dan satu lg..percuma mengajukan banding pun ditolak kok karna sudah chat cs katanya berdasarkan dispute melihat dr bukti2 yg dikirim.... Kalau bukti palsu ya di iya in aja sama cs shopee wkwk..Ada yang merasakan hal serupa kah? 🤣",1,Negatif
belanja enak harga murah barang bagus nya bagus bagus bermanfaat lah kalau mau belanja engga perlu keluar rumah engga perlu kita tawarkan harga sudah murah banyak paket diskon dan gratis ongkir,5,Positif
Enak sih pemakaian aplikasi nya cuma ngasih saran saja kalo bisa nama sama nomer kurirnya itu di tampilkan di aplikasi saat pesanan menuju alamat biar enak. Soalnya kadang sama ekspedisi nya di kabari akan datang hari ini . Barangnya masih besok nyampenya,4,Positif
"Kurir Pengirim barang dari shope Estimasi waktu semua nya Lebih dari 1 Minggu, padahal Sudah Upgred ke Regular alias Berbayar,., Bukan Yang Gratisan dari Vocer doang . 3 pesanan saya yg 1 pake Spx 15 hari baru sampe, 2 pake jnt expres pengirin Upgrea Ke Regular , estimasi tetap masih harus nunggu 10 Hari kalo nggak di Upgred barang sampai Nanti Tgl 18 , sekarang baru Tgl 1 Oktober, astaga Aneh saja, kalo saya belanja di Tokopedia Cuma Butuh 4 Hari malah ada yang 3 Hari samapai.",1,Negatif
"Sekarang soal pengembalian dana untuk pembelian yg tidak pernah sampai, statusnya tertukar, sudah sminggu lebih tidak ada proses update, shopee smakin lelet sekarang tidak seperti di awal dahulu,, bila layanan semakin lambat bgini, yakinlah kelak shopee akan ditinggalkan konsumen yg pernah belanja dgn pengalaman buruk , barang paket tak sampai, uang pun belum kembali juga, kekecewaan pembeli dicuekin kecil2 perlahan mnumpuk untuk prusahaan seraksasa shopee kayanya kok ribet banget+lamanyooooo",2,
"Jadi malas belanja di shopee,sekarang pesannan sering dibatalkan dan pelayanan kurirnya sangat tidak memuaskan.mau apus akun ngga bisa dengan alasan masih ada sisa saldo,yaelah saldo cuma seribuduratus aja ngga bisa hapus akun",1,Negatif
"Tolong di perbaiki lagi saya check out barang di tgl 29 Oktober dengan estimasi Tiba tgl 31 oktober-1 November pada saat tgl 30 pesanan tiba"" muncul tulisan selesai dan beri nilai sedangkan yg saya beli belum sampai ke alamat saya",3,
"Senang berbelanja di Shopee.....barang sampai sesuai dengan pesanan,pengemasan rapi,kurir nya ramah²,barang sampai tepat waktu.....terima kasih Shopee......👍👍👍",5,Positif
"Tolong di tindak lanjuti buat kurir atau pihak ekpedisi,sortir yg suka nyolong atau curi barang,terutaman pembelian barang privasi dari luar kota seperti dari,jateng,jatim & bali karena itu sangat merugikan,bukan sekali dua kali barang saya hilang.,",3,
"Lumayan apk nya, bagus liat penilaiannya dan bintang yg di berikan ke setiap toko bisa di cek mantep jadi bisa lebih teliti lagi sebelum membeli dan pastinya lebih murah dan lebih sering ada free ongkir, dan untuk fitur cod cek dlunya mantap sihh jadi kita nggak khawatir di tipu sama tokonya",5,Positif
"Shopee 2024 itu yang gua nilai= promo doang banyak,,gratis ongkir promoNya ,,cuma pengirimannya lelet,,||Dibanding LAZADA sama TOKOPEDIA jauhh ,siih,,pengiriman stiker di Cirebon ajah 3hari baru sampe,, sementara di lazada beda toko cuma lokasi sama² Cirebon ,,2hari sampai,,,beda banget,,dah, Jadi tolong untuk pihak Shope Indonesia,,jangan hannya geber promo gratis ongkir,,liat lazada,,,mereka emang promo gratis ongkir ga segencar kalian[Shopee] cuma pengiriman paket itu cepet,,",1,Negatif
"mantab, aplikasi yang memudahkan kita untuk berbelanja, ayo kawan yang mau belanja download aplikasinya, pelayanan hang nyaman serta pengiriman yang aman josss lah 👍",5,Positif
"Suka kli la pake aplikasi shopie gratis ongkir dn tokoh yg sesuai dearah jugak banyak yg mna ada fitur COD,cek dulu jdi kita gk takut klo pesen misalnya barang gk sesuai dh gtu gk bayar lgi klo ngecek nya love love la buat dylivernya semoga aplikasi shopie ini sukses selalu",5,Positif
Kasih bintang 3 dulu kalau bagus saya kasih bintang 5 mohon di tingkat kan lagi aplikasi nya saya pengguna baru tapi sudah gak bisa menggunakan fitur cod & yang lebih sangat mengganggu sekali selalu muncul verivikasi & tidak bisa kembali ke menu slalu saja muncul verivikasi mohon perhatian nya,5,Positif
