content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo,textblob_polarity,textblob_sentiment
"Tracking pengiriman barang yang dibeli sekarang jarang di-update real-time, tidak seperti sebelum-sebelumnya. Ketika CS ditanya ternyata memang ada kendala, tapi kendala tersebut tidak dijelaskan. Padahal shopee terkenal sebagai platform belanja online paling cepat pengirimannya. Agak kecewa saya.",1,Negatif,tracking pengiriman barang yang dibeli sekarang jarang diupdate realtime tidak seperti sebelumsebelumnya ketika cs ditanya ternyata memang ada kendala tapi kendala tersebut tidak dijelaskan padahal shopee terkenal sebagai platform belanja online paling cepat pengirimannya agak kecewa saya,tracking pengiriman barang dibeli jarang diupdate realtime sebelumsebelumnya cs kendala kendala shopee terkenal platform belanja online cepat pengirimannya kecewa,"['tracking', 'pengiriman', 'barang', 'dibeli', 'jarang', 'diupdate', 'realtime', 'sebelumsebelumnya', 'cs', 'kendala', 'kendala', 'shopee', 'terkenal', 'platform', 'belanja', 'online', 'cepat', 'pengirimannya', 'kecewa']",tracking kirim barang beli jarang diupdate realtime sebelumsebelumnya cs kendala kendala shopee kenal platform belanja online cepat kirim kecewa,0.0,Netral
"parah banget aplikasi shopee seringkali kebuka sendiri tanpa diklik, lagi asik2 youtube an tiba2 yutube nge freeze gara2 aplikasi shopee tiba2 buka dengan sendirinya, sangat mengganggu kenyamanan...terlalu agresif shopee skrg, notif2 clickbait sering bermunculan kayak ""selamat .......dana sebesar 100k akan ditransfer""",2,,parah banget aplikasi shopee seringkali kebuka sendiri tanpa diklik lagi asik youtube an tiba yutube nge freeze gara aplikasi shopee tiba buka dengan sendirinya sangat mengganggu kenyamananterlalu agresif shopee skrg notif clickbait sering bermunculan kayak selamat dana sebesar k akan ditransfer,parah banget aplikasi shopee seringkali kebuka diklik asik youtube an yutube nge freeze gara aplikasi shopee buka mengganggu kenyamananterlalu agresif shopee skrg notif clickbait bermunculan kayak selamat dana k ditransfer,"['parah', 'banget', 'aplikasi', 'shopee', 'seringkali', 'kebuka', 'diklik', 'asik', 'youtube', 'an', 'yutube', 'nge', 'freeze', 'gara', 'aplikasi', 'shopee', 'buka', 'mengganggu', 'kenyamananterlalu', 'agresif', 'shopee', 'skrg', 'notif', 'clickbait', 'bermunculan', 'kayak', 'selamat', 'dana', 'k', 'ditransfer']",parah banget aplikasi shopee seringkali buka klik asik youtube an yutube nge freeze gara aplikasi shopee buka ganggu kenyamananterlalu agresif shopee skrg notif clickbait muncul kayak selamat dana k transfer,0.0,Netral
"Tidak pernah mengecewakan, semua di permudah belanja di sini, promo nya selalu ada, pinjaman,serta bayar di bulan depan sangat membantu , pkknya shopee top markotop👍👍",5,Positif,tidak pernah mengecewakan semua di permudah belanja di sini promo nya selalu ada pinjamanserta bayar di bulan depan sangat membantu  pkknya shopee top markotop,mengecewakan permudah belanja promo nya pinjamanserta bayar membantu pkknya shopee top markotop,"['mengecewakan', 'permudah', 'belanja', 'promo', 'nya', 'pinjamanserta', 'bayar', 'membantu', 'pkknya', 'shopee', 'top', 'markotop']",kecewa mudah belanja promo nya pinjamanserta bayar bantu pkknya shopee top markotop,0.5,Positif
Dana penjual dipersulit sama pihak shopee. Barang sudah sampai dibuyer dan sudah dikonfirmasi tpi tidak cair ke saldo penjual. Sistem aneh. Potongan buat penjual digedein tpi malah ada masalah kek gini.,1,Negatif,dana penjual dipersulit sama pihak shopee barang sudah sampai dibuyer dan sudah dikonfirmasi tpi tidak cair ke saldo penjual sistem aneh potongan buat penjual digedein tpi malah ada masalah kek gini,dana penjual dipersulit shopee barang dibuyer dikonfirmasi tpi cair saldo penjual sistem aneh potongan penjual digedein tpi kek gini,"['dana', 'penjual', 'dipersulit', 'shopee', 'barang', 'dibuyer', 'dikonfirmasi', 'tpi', 'cair', 'saldo', 'penjual', 'sistem', 'aneh', 'potongan', 'penjual', 'digedein', 'tpi', 'kek', 'gini']",dana jual sulit shopee barang dibuyer konfirmasi tpi cair saldo jual sistem aneh potong jual digedein tpi kek gin,0.0,Netral
Tolong untuk pilihan jasa expedisi di buat seperti dulu lagi setelah checkout bisa di ubah..sekarang jadi gak ada pilihan..mending kalo bagus kadang pengiriman melebihi estimasi,1,Negatif,tolong untuk pilihan jasa expedisi di buat seperti dulu lagi setelah checkout bisa di ubahsekarang jadi gak ada pilihanmending kalo bagus kadang pengiriman melebihi estimasi,tolong pilihan jasa expedisi checkout ubahsekarang gak pilihanmending kalo bagus kadang pengiriman melebihi estimasi,"['tolong', 'pilihan', 'jasa', 'expedisi', 'checkout', 'ubahsekarang', 'gak', 'pilihanmending', 'kalo', 'bagus', 'kadang', 'pengiriman', 'melebihi', 'estimasi']",tolong pilih jasa expedisi checkout ubahsekarang gak pilihanmending kalo bagus kadang kirim lebih estimasi,0.0,Netral
Assalamu Alaikum WrWb kk say. Kenapa ych Aplikasi shopee sekarang sering bermasalah. Dak selancar dulu😣 soalx Aplikasi sy tiba2 dak mau kebuka. Padahal udah brp kli aku download ulang hp juga sdh direstar tapi ttap aja ga mau kebuka. Mohon penjelasanx kk say. Terimakasih🙏🏻🙏🏻🙏🏻,5,Positif,assalamu alaikum wrwb kk say kenapa ych aplikasi shopee sekarang sering bermasalah dak selancar dulu soalx aplikasi sy tiba dak mau kebuka padahal udah brp kli aku download ulang hp juga sdh direstar tapi ttap aja ga mau kebuka mohon penjelasanx kk say terimakasih,assalamu alaikum wrwb kk say ych aplikasi shopee bermasalah dak selancar soalx aplikasi sy dak kebuka udah brp kli download ulang hp sdh direstar ttap aja ga kebuka mohon penjelasanx kk say terimakasih,"['assalamu', 'alaikum', 'wrwb', 'kk', 'say', 'ych', 'aplikasi', 'shopee', 'bermasalah', 'dak', 'selancar', 'soalx', 'aplikasi', 'sy', 'dak', 'kebuka', 'udah', 'brp', 'kli', 'download', 'ulang', 'hp', 'sdh', 'direstar', 'ttap', 'aja', 'ga', 'kebuka', 'mohon', 'penjelasanx', 'kk', 'say', 'terimakasih']",assalamu alaikum wrwb kk say ych aplikasi shopee masalah dak selancar soalx aplikasi sy dak buka udah brp kli download ulang hp sdh direstar ttap aja ga buka mohon penjelasanx kk say terimakasih,0.0,Netral
Awal saya menggunakan aplikasi lancar lancar saja namun tiba-tiba saat saya check out pesanan saya selalu dibatalkan secara otomatis oleh sistem dengan alasan akun saya terdeteksi melakukan tindakan tidak wajar pada voucher. Padahal saya sendiri jarang check out dan baru pertama kali ingin menggunakan voucher yang saya dapat,1,Negatif,awal saya menggunakan aplikasi lancar lancar saja namun tibatiba saat saya check out pesanan saya selalu dibatalkan secara otomatis oleh sistem dengan alasan akun saya terdeteksi melakukan tindakan tidak wajar pada voucher padahal saya sendiri jarang check out dan baru pertama kali ingin menggunakan voucher yang saya dapat,aplikasi lancar lancar tibatiba check out pesanan dibatalkan otomatis sistem alasan akun terdeteksi tindakan wajar voucher jarang check out kali voucher,"['aplikasi', 'lancar', 'lancar', 'tibatiba', 'check', 'out', 'pesanan', 'dibatalkan', 'otomatis', 'sistem', 'alasan', 'akun', 'terdeteksi', 'tindakan', 'wajar', 'voucher', 'jarang', 'check', 'out', 'kali', 'voucher']",aplikasi lancar lancar tibatiba check out pesan batal otomatis sistem alas akun deteksi tindak wajar voucher jarang check out kali voucher,-0.4,Negatif
"spaylatter ribet banyak akun di bekukan sudah 2 kali mengajukan permohonan agar dibukakan kembali spaylatter saya tapi tidak ada hasil. memang benar tadinya ada permasalahan, ada penunggakan pembayaran tapi haya telat beberapa hari saja, dan sudah dilunasi sejak lama. sudah coba sabar tetap berbelanja cod sampai jutaan tapi masih tetap belum ada perubahan. yasudah, lebih baik saya berpindah belanja di toko online lain saja.",1,Negatif,spaylatter ribet banyak akun di bekukan sudah  kali mengajukan permohonan agar dibukakan kembali spaylatter saya tapi tidak ada hasil memang benar tadinya ada permasalahan ada penunggakan pembayaran tapi haya telat beberapa hari saja dan sudah dilunasi sejak lama sudah coba sabar tetap berbelanja cod sampai jutaan tapi masih tetap belum ada perubahan yasudah lebih baik saya berpindah belanja di toko online lain saja,spaylatter ribet akun bekukan kali mengajukan permohonan dibukakan spaylatter hasil permasalahan penunggakan pembayaran haya telat dilunasi coba sabar berbelanja cod jutaan perubahan yasudah berpindah belanja toko online,"['spaylatter', 'ribet', 'akun', 'bekukan', 'kali', 'mengajukan', 'permohonan', 'dibukakan', 'spaylatter', 'hasil', 'permasalahan', 'penunggakan', 'pembayaran', 'haya', 'telat', 'dilunasi', 'coba', 'sabar', 'berbelanja', 'cod', 'jutaan', 'perubahan', 'yasudah', 'berpindah', 'belanja', 'toko', 'online']",spaylatter ribet akun beku kali aju mohon buka spaylatter hasil masalah tunggak bayar haya telat lunas coba sabar belanja cod juta ubah yasudah pindah belanja toko online,0.0,Netral
Kurang HD Banyak bug di hero hero baru dirilis. Revam hero jadi kurang menarik. Contohnya kaya eudora dlu nya cantik sekrang malah gini.. Ultimate nya jadi kurang mantep.. Berasa kaya gak ada damage ny,4,Positif,kurang hd banyak bug di hero hero baru dirilis revam hero jadi kurang menarik contohnya kaya eudora dlu nya cantik sekrang malah gini ultimate nya jadi kurang mantep berasa kaya gak ada damage ny,hd bug hero hero dirilis revam hero menarik contohnya kaya eudora dlu nya cantik sekrang gini ultimate nya mantep berasa kaya gak damage ny,"['hd', 'bug', 'hero', 'hero', 'dirilis', 'revam', 'hero', 'menarik', 'contohnya', 'kaya', 'eudora', 'dlu', 'nya', 'cantik', 'sekrang', 'gini', 'ultimate', 'nya', 'mantep', 'berasa', 'kaya', 'gak', 'damage', 'ny']",hd bug hero hero rilis revam hero tarik contoh kaya eudora dlu nya cantik sekrang gin ultimate nya mantep asa kaya gak damage ny,0.0,Netral
Sangat terbantu sekali dlmberbelanja...pelayanan baik....pesanan cepat sampai....ongkir juga terjangkau...dan sangat memuaskan,5,Positif,sangat terbantu sekali dlmberbelanjapelayanan baikpesanan cepat sampaiongkir juga terjangkaudan sangat memuaskan,terbantu dlmberbelanjapelayanan baikpesanan cepat sampaiongkir terjangkaudan memuaskan,"['terbantu', 'dlmberbelanjapelayanan', 'baikpesanan', 'cepat', 'sampaiongkir', 'terjangkaudan', 'memuaskan']",bantu dlmberbelanjapelayanan baikpesanan cepat sampaiongkir terjangkaudan muas,0.0,Netral
"Terdapat Bug pada versi terbaru di bagian microphone external saat melalukan livestreaming, suara tidak keluar dengan baik serta adanya delay dengan jeda cukup lama pada video livestreaming dan perangkat moderator. Device Google Pixel 3 dengan Android 12",3,,terdapat bug pada versi terbaru di bagian microphone external saat melalukan livestreaming suara tidak keluar dengan baik serta adanya delay dengan jeda cukup lama pada video livestreaming dan perangkat moderator device google pixel  dengan android ,bug versi terbaru microphone external melalukan livestreaming suara delay jeda video livestreaming perangkat moderator device google pixel android,"['bug', 'versi', 'terbaru', 'microphone', 'external', 'melalukan', 'livestreaming', 'suara', 'delay', 'jeda', 'video', 'livestreaming', 'perangkat', 'moderator', 'device', 'google', 'pixel', 'android']",bug versi baru microphone external lalu livestreaming suara delay jeda video livestreaming perangkat moderator device google pixel android,0.0,Netral
"Sepanjang tahun ini bertransaksi di shopee menggunakan promo yang disediakan oleh Shopee baik dan lancar saja. Nah di akhir Oktober 2024 bertransaksi apapun dibatalkan oleh Shopee. Kalau ditanya ke shopee mengapa bisa begitu? Jawabannya pasti ""Sistem kami mendeteksi adanya pelanggaran ini itu"". Atau disuruh baca aturan shopee yang banyak itu. Saya yakin karyawan shopee tidak ada yang membaca semua aturan shopee apalagi hafal semua aturan. Bertransaksi JUJUR biar BERKAH malah dituduh MELANGGAR.",1,Negatif,sepanjang tahun ini bertransaksi di shopee menggunakan promo yang disediakan oleh shopee baik dan lancar saja nah di akhir oktober  bertransaksi apapun dibatalkan oleh shopee kalau ditanya ke shopee mengapa bisa begitu jawabannya pasti sistem kami mendeteksi adanya pelanggaran ini itu atau disuruh baca aturan shopee yang banyak itu saya yakin karyawan shopee tidak ada yang membaca semua aturan shopee apalagi hafal semua aturan bertransaksi jujur biar berkah malah dituduh melanggar,bertransaksi shopee promo disediakan shopee lancar oktober bertransaksi apapun dibatalkan shopee shopee jawabannya sistem mendeteksi pelanggaran disuruh baca aturan shopee karyawan shopee membaca aturan shopee hafal aturan bertransaksi jujur biar berkah dituduh melanggar,"['bertransaksi', 'shopee', 'promo', 'disediakan', 'shopee', 'lancar', 'oktober', 'bertransaksi', 'apapun', 'dibatalkan', 'shopee', 'shopee', 'jawabannya', 'sistem', 'mendeteksi', 'pelanggaran', 'disuruh', 'baca', 'aturan', 'shopee', 'karyawan', 'shopee', 'membaca', 'aturan', 'shopee', 'hafal', 'aturan', 'bertransaksi', 'jujur', 'biar', 'berkah', 'dituduh', 'melanggar']",transaksi shopee promo sedia shopee lancar oktober transaksi apa batal shopee shopee jawab sistem deteksi langgar suruh baca atur shopee karyawan shopee baca atur shopee hafal atur transaksi jujur biar berkah tuduh langgar,0.0,Netral
"Kenapa ga bintang 5? 1. Sy lakukan misi download spay untuk dapatkan koin tp tidak sy dapatkan 2. Sy berharap pembaharuan munculkan kontak kurir yg mengantar untuk memudahkan pembeli mengkonfirmasi kurir 3. Pembayaran shopee pay later atau pinjam alangkah lebih enaknya kalo kita bisa bayar cicil misalnya punya pembayaran paylater 300rb nih, di tengah bulan punya 150rb bisa di bayarkan, kan lumayan di wkt temponya lebih sedikit sisa bayarnya 😁",3,,kenapa ga bintang   sy lakukan misi download spay untuk dapatkan koin tp tidak sy dapatkan  sy berharap pembaharuan munculkan kontak kurir yg mengantar untuk memudahkan pembeli mengkonfirmasi kurir  pembayaran shopee pay later atau pinjam alangkah lebih enaknya kalo kita bisa bayar cicil misalnya punya pembayaran paylater rb nih di tengah bulan punya rb bisa di bayarkan kan lumayan di wkt temponya lebih sedikit sisa bayarnya ,ga bintang sy lakukan misi download spay dapatkan koin tp sy dapatkan sy berharap pembaharuan munculkan kontak kurir yg mengantar memudahkan pembeli mengkonfirmasi kurir pembayaran shopee pay later pinjam alangkah enaknya kalo bayar cicil pembayaran paylater rb nih rb bayarkan lumayan wkt temponya sisa bayarnya,"['ga', 'bintang', 'sy', 'lakukan', 'misi', 'download', 'spay', 'dapatkan', 'koin', 'tp', 'sy', 'dapatkan', 'sy', 'berharap', 'pembaharuan', 'munculkan', 'kontak', 'kurir', 'yg', 'mengantar', 'memudahkan', 'pembeli', 'mengkonfirmasi', 'kurir', 'pembayaran', 'shopee', 'pay', 'later', 'pinjam', 'alangkah', 'enaknya', 'kalo', 'bayar', 'cicil', 'pembayaran', 'paylater', 'rb', 'nih', 'rb', 'bayarkan', 'lumayan', 'wkt', 'temponya', 'sisa', 'bayarnya']",ga bintang sy laku misi download spay dapat koin tp sy dapat sy harap baharu muncul kontak kurir yg antar mudah beli konfirmasi kurir bayar shopee pay later pinjam alangkah enak kalo bayar cicil bayar paylater rb nih rb bayar lumayan wkt tempo sisa bayar,0.0,Netral
Kak kenapa ya klo saya salah pesan barang dan sudah chat baik2 ke toko nya minta di acc pembatalan pesanan nya tapi malah tetep di proses. Ketika barang sampai kan jd tidak terpakai sedangkan diajukan pengembalian barang juga gk di acc toko. Tapi klo pesanan nya COD mudah bnget di acc pembatalan nya tapi klo transfer bank sulit bnget minta acc pembatalan pesanan nya. Jd tolong di perbaiki ketika chat ke cs shopee untuk di adakan pembatalan lewat cs shopee ketika toko tidak merespon.,1,Negatif,kak kenapa ya klo saya salah pesan barang dan sudah chat baik ke toko nya minta di acc pembatalan pesanan nya tapi malah tetep di proses ketika barang sampai kan jd tidak terpakai sedangkan diajukan pengembalian barang juga gk di acc toko tapi klo pesanan nya cod mudah bnget di acc pembatalan nya tapi klo transfer bank sulit bnget minta acc pembatalan pesanan nya jd tolong di perbaiki ketika chat ke cs shopee untuk di adakan pembatalan lewat cs shopee ketika toko tidak merespon,kak ya klo salah pesan barang chat toko nya acc pembatalan pesanan nya tetep proses barang jd terpakai diajukan pengembalian barang gk acc toko klo pesanan nya cod mudah bnget acc pembatalan nya klo transfer bank sulit bnget acc pembatalan pesanan nya jd tolong perbaiki chat cs shopee adakan pembatalan cs shopee toko merespon,"['kak', 'ya', 'klo', 'salah', 'pesan', 'barang', 'chat', 'toko', 'nya', 'acc', 'pembatalan', 'pesanan', 'nya', 'tetep', 'proses', 'barang', 'jd', 'terpakai', 'diajukan', 'pengembalian', 'barang', 'gk', 'acc', 'toko', 'klo', 'pesanan', 'nya', 'cod', 'mudah', 'bnget', 'acc', 'pembatalan', 'nya', 'klo', 'transfer', 'bank', 'sulit', 'bnget', 'acc', 'pembatalan', 'pesanan', 'nya', 'jd', 'tolong', 'perbaiki', 'chat', 'cs', 'shopee', 'adakan', 'pembatalan', 'cs', 'shopee', 'toko', 'merespon']",kak ya klo salah pesan barang chat toko nya acc batal pesan nya tetep proses barang jd pakai aju kembali barang gk acc toko klo pesan nya cod mudah bnget acc batal nya klo transfer bank sulit bnget acc batal pesan nya jd tolong baik chat cs shopee adakan batal cs shopee toko merespon,0.0,Netral
"tolong mending dipisahkan/dibuatkan aplikasi sendiri khusus shopee games yang semakin membuat berat dan tidak nyaman aplikasi untuk berbelanja, juga bikin cepat panas pun menguras baterai handphone hanya dalam hitungan detik/menit melebihi aplikasi berat yang lain bahkan game, sungguh terlalu dan miris. 😔🙏🏻",2,,tolong mending dipisahkandibuatkan aplikasi sendiri khusus shopee games yang semakin membuat berat dan tidak nyaman aplikasi untuk berbelanja juga bikin cepat panas pun menguras baterai handphone hanya dalam hitungan detikmenit melebihi aplikasi berat yang lain bahkan game sungguh terlalu dan miris ,tolong mending dipisahkandibuatkan aplikasi khusus shopee games berat nyaman aplikasi berbelanja bikin cepat panas menguras baterai handphone hitungan detikmenit melebihi aplikasi berat game sungguh miris,"['tolong', 'mending', 'dipisahkandibuatkan', 'aplikasi', 'khusus', 'shopee', 'games', 'berat', 'nyaman', 'aplikasi', 'berbelanja', 'bikin', 'cepat', 'panas', 'menguras', 'baterai', 'handphone', 'hitungan', 'detikmenit', 'melebihi', 'aplikasi', 'berat', 'game', 'sungguh', 'miris']",tolong mending dipisahkandibuatkan aplikasi khusus shopee games berat nyaman aplikasi belanja bikin cepat panas uras baterai handphone hitung detikmenit lebih aplikasi berat game sungguh miris,-0.4,Negatif
Aplikasi shopee sekarang lebih mudah.cuma kadang di hp masih bikin lemot kurang ringan loding nya...tidak seperti aplikasi sebelah cukup mudah dn ringan..tp cukup ok sih..shopee,5,Positif,aplikasi shopee sekarang lebih mudahcuma kadang di hp masih bikin lemot kurang ringan loding nyatidak seperti aplikasi sebelah cukup mudah dn ringantp cukup ok sihshopee,aplikasi shopee mudahcuma kadang hp bikin lemot ringan loding nyatidak aplikasi sebelah mudah dn ringantp ok sihshopee,"['aplikasi', 'shopee', 'mudahcuma', 'kadang', 'hp', 'bikin', 'lemot', 'ringan', 'loding', 'nyatidak', 'aplikasi', 'sebelah', 'mudah', 'dn', 'ringantp', 'ok', 'sihshopee']",aplikasi shopee mudahcuma kadang hp bikin lot ringan loding nyatidak aplikasi belah mudah dn ringantp ok sihshopee,0.5,Positif
Hp2 yg d jual dgn harga murah itu hp kw..saya pernah beli 3 unit hp vivo v9 hrg 400 an ribu..tdk ada satupun imei yg di ketahui alias tdk terdaftar..hampir semua seller menjual hp2 oppo vivo yg kw dgn harga murah dan shoppe tdk bisa melindungi kami konsumen..merugikan konsume krn beli barang tiruan,1,Negatif,hp yg d jual dgn harga murah itu hp kwsaya pernah beli  unit hp vivo v hrg  an ributdk ada satupun imei yg di ketahui alias tdk terdaftarhampir semua seller menjual hp oppo vivo yg kw dgn harga murah dan shoppe tdk bisa melindungi kami konsumenmerugikan konsume krn beli barang tiruan,hp yg d jual dgn harga murah hp kwsaya beli unit hp vivo v hrg an ributdk satupun imei yg ketahui alias tdk terdaftarhampir seller menjual hp oppo vivo yg kw dgn harga murah shoppe tdk melindungi konsumenmerugikan konsume krn beli barang tiruan,"['hp', 'yg', 'd', 'jual', 'dgn', 'harga', 'murah', 'hp', 'kwsaya', 'beli', 'unit', 'hp', 'vivo', 'v', 'hrg', 'an', 'ributdk', 'satupun', 'imei', 'yg', 'ketahui', 'alias', 'tdk', 'terdaftarhampir', 'seller', 'menjual', 'hp', 'oppo', 'vivo', 'yg', 'kw', 'dgn', 'harga', 'murah', 'shoppe', 'tdk', 'melindungi', 'konsumenmerugikan', 'konsume', 'krn', 'beli', 'barang', 'tiruan']",hp yg d jual dgn harga murah hp kwsaya beli unit hp vivo v hrg an ributdk satu imei yg tahu alias tdk terdaftarhampir seller jual hp oppo vivo yg kw dgn harga murah shoppe tdk lindung konsumenmerugikan konsume krn beli barang tiru,0.0,Netral
saya belanja d live bilng nya po satu bulan.. nah saya banyak co.. tapi yg satu bulan terkirim dlm satu minggu.. otomatis barang dtang barengan 5 paket.. saya cancel 1..ahir nya gak bisa fitur COD lagi... otamatis saya males belanja d Shopee krn llu flm live harus gercep paymen.. sdngkan saya klu blnja tengah malam.. terkadang kan gak ada saldo.. jdi repot klu hrs tf ke link.... tolong lah klu bikin kebijakan jangan langsung matikan fitur nya.... ahir nya saya males belanja d Shopee lagi,1,Negatif,saya belanja d live bilng nya po satu bulan nah saya banyak co tapi yg satu bulan terkirim dlm satu minggu otomatis barang dtang barengan  paket saya cancel ahir nya gak bisa fitur cod lagi otamatis saya males belanja d shopee krn llu flm live harus gercep paymen sdngkan saya klu blnja tengah malam terkadang kan gak ada saldo jdi repot klu hrs tf ke link tolong lah klu bikin kebijakan jangan langsung matikan fitur nya ahir nya saya males belanja d shopee lagi,belanja d live bilng nya po co yg terkirim dlm minggu otomatis barang dtang barengan paket cancel ahir nya gak fitur cod otamatis males belanja d shopee krn llu flm live gercep paymen sdngkan klu blnja malam terkadang gak saldo jdi repot klu hrs tf link tolong klu bikin kebijakan langsung matikan fitur nya ahir nya males belanja d shopee,"['belanja', 'd', 'live', 'bilng', 'nya', 'po', 'co', 'yg', 'terkirim', 'dlm', 'minggu', 'otomatis', 'barang', 'dtang', 'barengan', 'paket', 'cancel', 'ahir', 'nya', 'gak', 'fitur', 'cod', 'otamatis', 'males', 'belanja', 'd', 'shopee', 'krn', 'llu', 'flm', 'live', 'gercep', 'paymen', 'sdngkan', 'klu', 'blnja', 'malam', 'terkadang', 'gak', 'saldo', 'jdi', 'repot', 'klu', 'hrs', 'tf', 'link', 'tolong', 'klu', 'bikin', 'kebijakan', 'langsung', 'matikan', 'fitur', 'nya', 'ahir', 'nya', 'males', 'belanja', 'd', 'shopee']",belanja d live bilng nya po co yg kirim dlm minggu otomatis barang dtang bareng paket cancel ahir nya gak fitur cod otamatis males belanja d shopee krn llu flm live gercep paymen sdngkan klu blnja malam terkadang gak saldo jdi repot klu hrs tf link tolong klu bikin bijak langsung mati fitur nya ahir nya males belanja d shopee,0.13636363636363635,Positif
"Sangat membantu. Kalo di tempat ku susah cari alat2 yg dibutuhkan, langsung cari di shopee aja. Walaupun kadang2 mengecewakan, gak sesuai pesanan",4,Positif,sangat membantu kalo di tempat ku susah cari alat yg dibutuhkan langsung cari di shopee aja walaupun kadang mengecewakan gak sesuai pesanan,membantu kalo ku susah cari alat yg dibutuhkan langsung cari shopee aja kadang mengecewakan gak sesuai pesanan,"['membantu', 'kalo', 'ku', 'susah', 'cari', 'alat', 'yg', 'dibutuhkan', 'langsung', 'cari', 'shopee', 'aja', 'kadang', 'mengecewakan', 'gak', 'sesuai', 'pesanan']",bantu kalo ku susah cari alat yg butuh langsung cari shopee aja kadang kecewa gak sesuai pesan,0.0,Netral
"Makin hari mencekik pedagang dengan biaya admin semakin mahal, dan hampir semua orderan selalu di wajibkan menggunakan shopee expres yg super lelett, beberapa kali barang saya hilang, 3 hari lalu kamera saya seharga 7 juta hilang dan hanya di ganti 100k, saran saya untuk yg memulai jualan online mending di TOKOPEDIA saya juga mulai beralih ke tokopedia yg expedisi nya bisa di pilih dan lebih aman, shopee expres sangat mengecewakan, shopee kalau belum siap membuat expedisi jangan buat expedisi😡",1,Negatif,makin hari mencekik pedagang dengan biaya admin semakin mahal dan hampir semua orderan selalu di wajibkan menggunakan shopee expres yg super lelett beberapa kali barang saya hilang  hari lalu kamera saya seharga  juta hilang dan hanya di ganti k saran saya untuk yg memulai jualan online mending di tokopedia saya juga mulai beralih ke tokopedia yg expedisi nya bisa di pilih dan lebih aman shopee expres sangat mengecewakan shopee kalau belum siap membuat expedisi jangan buat expedisi,mencekik pedagang biaya admin mahal orderan wajibkan shopee expres yg super lelett kali barang hilang kamera seharga juta hilang ganti k saran yg jualan online mending tokopedia beralih tokopedia yg expedisi nya pilih aman shopee expres mengecewakan shopee expedisi expedisi,"['mencekik', 'pedagang', 'biaya', 'admin', 'mahal', 'orderan', 'wajibkan', 'shopee', 'expres', 'yg', 'super', 'lelett', 'kali', 'barang', 'hilang', 'kamera', 'seharga', 'juta', 'hilang', 'ganti', 'k', 'saran', 'yg', 'jualan', 'online', 'mending', 'tokopedia', 'beralih', 'tokopedia', 'yg', 'expedisi', 'nya', 'pilih', 'aman', 'shopee', 'expres', 'mengecewakan', 'shopee', 'expedisi', 'expedisi']",cekik dagang biaya admin mahal order wajib shopee expres yg super lelett kali barang hilang kamera harga juta hilang ganti k saran yg jual online mending tokopedia alih tokopedia yg expedisi nya pilih aman shopee expres kecewa shopee expedisi expedisi,0.3333333333333333,Positif
"pliss bangus bngtt apalagi barang nya terjangkau & kualitasnya bagus, vocer gratis ongkir nya jga banyak. sukses selalu deh buat Shopee",5,Positif,pliss bangus bngtt apalagi barang nya terjangkau  kualitasnya bagus vocer gratis ongkir nya jga banyak sukses selalu deh buat shopee,pliss bangus bngtt barang nya terjangkau kualitasnya bagus vocer gratis ongkir nya jga sukses deh shopee,"['pliss', 'bangus', 'bngtt', 'barang', 'nya', 'terjangkau', 'kualitasnya', 'bagus', 'vocer', 'gratis', 'ongkir', 'nya', 'jga', 'sukses', 'deh', 'shopee']",pliss bangus bngtt barang nya jangkau kualitas bagus vocer gratis ongkir nya jga sukses deh shopee,0.0,Netral
"Shopee sekarang gak seru 😭😭 Sekarang setiap barang sudah diterima oleh pembeli dananya gak langsung masuk ke saldo penjual ,harus nunggu 8 hari dulu 😭😭😭 saya sebagai penjual itu kan buat putar modal lagi ,sekarang kenapa sistemnya kaya gini 😭😭",1,Negatif,shopee sekarang gak seru  sekarang setiap barang sudah diterima oleh pembeli dananya gak langsung masuk ke saldo penjual harus nunggu  hari dulu  saya sebagai penjual itu kan buat putar modal lagi sekarang kenapa sistemnya kaya gini ,shopee gak seru barang diterima pembeli dananya gak langsung masuk saldo penjual nunggu penjual putar modal sistemnya kaya gini,"['shopee', 'gak', 'seru', 'barang', 'diterima', 'pembeli', 'dananya', 'gak', 'langsung', 'masuk', 'saldo', 'penjual', 'nunggu', 'penjual', 'putar', 'modal', 'sistemnya', 'kaya', 'gini']",shopee gak seru barang terima beli dana gak langsung masuk saldo jual nunggu jual putar modal sistem kaya gin,0.0,Netral
